AE_Gujarat_2017																																						
Year	Assembly_No	District_Name	Sub_Region	Name	Type	Number	Candidate	Sex	Age	Party	Position	No_Terms	Votes	Electors	Valid_Votes	Vote_Share_Percentage	Turnout_Percentage	Margin	Margin_Percentage	No of candidates	ENOP	last_poll	Contested	Last_Party	Last_Party_ID	Last_Constituency_Name	Same_Constituency	Same_Party	Turncoat	Incumbent	Recontest	pid	Party_Type_TCPD	Party_ID	MyNeta_education	TCPD_Prof_Main	TCPD_Prof_Main_Desc	TCPD_Prof_Second
2017	13	Ahmedabad	North Gujarat	ELLIS BRIDGE	GEN	44	None of the Above			NOTA	3		3479	244120	156065	2.23	63.93	1335	0.86	8	1.67	TRUE											NOTA	5897				
2017	13	Ahmedabad	North Gujarat	ELLIS BRIDGE	GEN	44	SOLANKI MALABHAI HIRABHAI	M	38	BSP	4	0	2144	244120	156065	1.37	63.93	1591	1.02	8	1.67	TRUE	2	LJP	5029	ELLIS BRIDGE	TRUE	FALSE	TRUE	FALSE	TRUE	AEGJ13136	State-based Party (Other State)	16651	10th Pass	Other		
2017	13	Ahmedabad	North Gujarat	ELLIS BRIDGE	GEN	44	SOLANKI NILABEN JIVRAJBHAI	F	54	IND	5	0	553	244120	156065	0.35	63.93	77	0.05	8	1.67	TRUE	1						FALSE	FALSE	FALSE	AEGJ3268	Independents	10809	Graduate Professional	Liberal Profession or Professional	Lawyer	
2017	13	Ahmedabad	North Gujarat	ELLIS BRIDGE	GEN	44	MEENAKSHI JOSHI	F	55	SUCI	6	0	476	244120	156065	0.31	63.93	84	0.05	8	1.67	TRUE	1						FALSE	FALSE	FALSE	AEGJ3260	State-based Party (Other State)	8082	Post Graduate	Social Work		
2017	13	Ahmedabad	North Gujarat	ELLIS BRIDGE	GEN	44	SHWETA MUKESH SHAH	F	32	IND	7	0	392	244120	156065	0.25	63.93	66	0.04	8	1.67	TRUE	1						FALSE	FALSE	FALSE	AEGJ3262	Independents	10809	Post Graduate	Other		
2017	13	Ahmedabad	North Gujarat	ELLIS BRIDGE	GEN	44	PATEL KALPESH NANDKUMAR	M	49	AINHCP	8	0	326	244120	156065	0.21	63.93	48	0.03	8	1.67	TRUE	1						FALSE	FALSE	FALSE	AEGJ3259	Local Party	662	10th Pass	Business		
2017	13	Ahmedabad	North Gujarat	ELLIS BRIDGE	GEN	44	THAKER HITESH	M	51	SHS	9	0	278	244120	156065	0.18	63.93	0	0	8	1.67	TRUE	1						FALSE	FALSE	FALSE	AEGJ3251	State-based Party (Other State)	18691	Graduate Professional	Liberal Profession or Professional	"Actor, Musician or Artist"	
2017	13	Ahmedabad	North Gujarat	NARANPURA	GEN	45	KAUSHIKBHAI JAMNADAS PATEL (KAUSHIK PATEL)	M	62	BJP	1	5	106458	229801	152723	69.71	66.46	66215	43.36	10	1.79	TRUE	6	BJP	1605	SHAHPUR	FALSE	TRUE	FALSE	FALSE	FALSE	AEGJ1593	National Party	1605	10th Pass	Other		
2017	13	Ahmedabad	North Gujarat	NARANPURA	GEN	45	NITINBHAI KANTIBHAI PATEL	M	43	INC	2	0	40243	229801	152723	26.35	66.46	37376	24.47	10	1.79	TRUE	1						FALSE	FALSE	FALSE	AEGJ1597	National Party	3482	Graduate	Other		
2017	13	Ahmedabad	North Gujarat	NARANPURA	GEN	45	None of the Above			NOTA	3		2867	229801	152723	1.88	66.46	1583	1.04	10	1.79	TRUE											NOTA	5897				
2017	13	Ahmedabad	North Gujarat	NARANPURA	GEN	45	RAVI KHENGARBHAI VAGHELA	M	34	BSP	4	0	1284	229801	152723	0.84	66.46	692	0.45	10	1.79	TRUE	1						FALSE	FALSE	FALSE	AEGJ3273	State-based Party (Other State)	16651	Graduate Professional	Other		
2017	13	Ahmedabad	North Gujarat	NARANPURA	GEN	45	HIMANSHU SHAH	M	41	IND	5	0	592	229801	152723	0.39	66.46	263	0.17	10	1.79	TRUE	2	IND	10809	NARANPURA	TRUE	TRUE	FALSE	FALSE	TRUE	AEGJ13145	Independents	10809				
2017	13	Ahmedabad	North Gujarat	NARANPURA	GEN	45	JITENDRASING DALELSING SHIKH	M	52	IND	6	0	329	229801	152723	0.22	66.46	109	0.07	10	1.79	TRUE	1						FALSE	FALSE	FALSE	AEGJ3285	Independents	10809				
2017	13	Ahmedabad	North Gujarat	NARANPURA	GEN	45	SHASHIKANT MANUBHAI SHARMA	M	27	IND	7	0	220	229801	152723	0.14	66.46	0	0	10	1.79	TRUE	1						FALSE	FALSE	FALSE	AEGJ3280	Independents	10809				
2017	13	Ahmedabad	North Gujarat	NARANPURA	GEN	45	HARSHADKUMAR LAXMANBHAI SOLANKI	M	31	AINHCP	8	0	220	229801	152723	0.14	66.46	11	0.01	10	1.79	TRUE	1						FALSE	FALSE	FALSE	AEGJ3296	Local Party	662	12th Pass	Social Work		
2017	13	Ahmedabad	North Gujarat	NARANPURA	GEN	45	NAINESHKUMAR S. BRAHMBHATT	M	43	RKEP	9	0	209	229801	152723	0.14	66.46	28	0.02	10	1.79	TRUE	1						FALSE	FALSE	FALSE	AEGJ3274	Local Party	6616	12th Pass	Business	Trader	
2017	13	Ahmedabad	North Gujarat	NARANPURA	GEN	45	PARMAR RASIKBHAI NANJIBHAI	M	47	IND	10	0	181	229801	152723	0.12	66.46	61	0.04	10	1.79	TRUE	2	IND	10809	NARANPURA	TRUE	TRUE	FALSE	FALSE	TRUE	AEGJ13150	Independents	10809	12th Pass	Social Work		
2017	13	Ahmedabad	North Gujarat	NARANPURA	GEN	45	BARAI ALPESHBHAI MAHENDRAKUMAR	M	50	LSPS	11	0	120	229801	152723	0.08	66.46	0	0	10	1.79	TRUE	1						FALSE	FALSE	FALSE	AEGJ3276	Local Party	5125				
2017	13	Ahmedabad	North Gujarat	NIKOL	GEN	46	JAGDISH PANCHAL	M	44	BJP	1	2	87764	231378	155622	56.4	67.26	24880	15.99	14	2.08	TRUE	2	BJP	1605	NIKOL	TRUE	TRUE	FALSE	TRUE	TRUE	AEGJ13154	National Party	1605	12th Pass	Business	Real Estate or Builder or Developer or Construction	Salaried Work or Employed
2017	13	Ahmedabad	North Gujarat	NIKOL	GEN	46	GOHIL INDRAVIJAYSINH	M	38	INC	2	0	62884	231378	155622	40.41	67.26	60925	39.15	14	2.08	TRUE	1						FALSE	FALSE	FALSE	AEGJ1636	National Party	3482	Doctorate	Agriculture		
2017	13	Ahmedabad	North Gujarat	NIKOL	GEN	46	None of the Above			NOTA	3		1959	231378	155622	1.26	67.26	1032	0.66	14	2.08	TRUE											NOTA	5897				
2017	13	Ahmedabad	North Gujarat	NIKOL	GEN	46	PARMAR RAMESHBHAI GOVINDBHAI	M	40	BSP	4	0	927	231378	155622	0.6	67.26	312	0.2	14	2.08	TRUE	1						FALSE	FALSE	FALSE	AEGJ3299	State-based Party (Other State)	16651	8th Pass	Small Business or Self-employed		
2017	13	Ahmedabad	North Gujarat	NIKOL	GEN	46	SONULE SHAILENDRABHAI RAMCHANDRA	M	40	IND	5	0	615	231378	155622	0.4	67.26	348	0.22	14	2.08	TRUE	1						FALSE	FALSE	FALSE	AEGJ3320	Independents	10809				
2017	13	Ahmedabad	North Gujarat	NIKOL	GEN	46	SHAIKH SALIMUDEEN NIJAMUDEEN	M	54	IND	6	0	267	231378	155622	0.17	67.26	54	0.03	14	2.08	TRUE	1						FALSE	FALSE	FALSE	AEGJ3317	Independents	10809				
2017	13	Ahmedabad	North Gujarat	NIKOL	GEN	46	PATEL PRASHANT RANGABHAI	M	39	SVPP	7	0	213	231378	155622	0.14	67.26	36	0.02	14	2.08	TRUE	1						FALSE	FALSE	FALSE	AEGJ3301	Local Party	7682	Post Graduate	Other		
2017	13	Ahmedabad	North Gujarat	NIKOL	GEN	46	MISHRA VINODKUMAR HAUSHILAPRASAD	M	39	IND	8	0	177	231378	155622	0.11	67.26	26	0.02	14	2.08	TRUE	1						FALSE	FALSE	FALSE	AEGJ3316	Independents	10809				
2017	13	Ahmedabad	North Gujarat	NIKOL	GEN	46	KAZI MOHAMMED SALIM	M	26	IND	9	0	151	231378	155622	0.1	67.26	11	0.01	14	2.08	TRUE	1						FALSE	FALSE	FALSE	AEGJ3310	Independents	10809	8th Pass	Labourer or Daily Wage		
2017	13	Ahmedabad	North Gujarat	NIKOL	GEN	46	PATEL SHANTILAL KALUBHAI	M	44	IND	10	0	140	231378	155622	0.09	67.26	5	0	14	2.08	TRUE	1						FALSE	FALSE	FALSE	AEGJ3311	Independents	10809	Graduate	Small Business or Self-employed	Self-employed	
2017	13	Ahmedabad	North Gujarat	NIKOL	GEN	46	MUKESHBHAI JIVARAMBHAI PATEL	M	42	YUS	11	0	135	231378	155622	0.09	67.26	11	0.01	14	2.08	TRUE	1						FALSE	FALSE	FALSE	AEGJ3302	Local Party	8603				
2017	13	Ahmedabad	North Gujarat	NIKOL	GEN	46	MAKWANA NIRMALABEN HIMMATBHAI	F	34	IND	12	0	124	231378	155622	0.08	67.26	21	0.01	14	2.08	TRUE	1						FALSE	FALSE	FALSE	AEGJ3312	Independents	10809				
2017	13	Ahmedabad	North Gujarat	NIKOL	GEN	46	MEMON MOHAMADINUSH ABUBHAI	M	37	JD(U)	13	0	103	231378	155622	0.07	67.26	19	0.01	14	2.08	TRUE	1						FALSE	FALSE	FALSE	AEGJ3303	State-based Party (Other State)	11002	8th Pass	Labourer or Daily Wage	Auto-rickshaw Driver	
2017	13	Ahmedabad	North Gujarat	NIKOL	GEN	46	SAIYAD MUSTAKALIBHAI MUBARAKALIBHAI	M	55	LSWP	14	0	84	231378	155622	0.05	67.26	5	0	14	2.08	TRUE	1						FALSE	FALSE	FALSE	AEGJ3309	Local Party	11540		Labourer or Daily Wage		
2017	13	Ahmedabad	North Gujarat	NIKOL	GEN	46	YUSUFKHAN AKHTARGULKHAN PATHAN	M	50	AINHCP	15	0	79	231378	155622	0.05	67.26	0	0	14	2.08	TRUE	1						FALSE	FALSE	FALSE	AEGJ3306	Local Party	662	8th Pass	Salaried Work or Employed		
2017	13	Ahmedabad	North Gujarat	NARODA	GEN	47	THAWANI BALRAM KHUBCHAND	M	52	BJP	1	1	108168	264012	165077	65.53	62.53	60142	36.43	10	1.96	TRUE	1						FALSE	FALSE	FALSE	AEGJ1601	National Party	1605	10th Pass	Business		Small Business or Self-employed
2017	13	Ahmedabad	North Gujarat	NARODA	GEN	47	TIWARI OMPRAKASH DAROGAPRASAD	M	47	INC	2	0	48026	264012	165077	29.09	62.53	45174	27.37	10	1.96	TRUE	1						FALSE	FALSE	FALSE	AEGJ1605	National Party	3482	Graduate	Other		
2017	13	Ahmedabad	North Gujarat	NARODA	GEN	47	None of the Above			NOTA	3		2852	264012	165077	1.73	62.53	876	0.53	10	1.96	TRUE											NOTA	5897				
2017	13	Ahmedabad	North Gujarat	NARODA	GEN	47	AMITBHAI MOHANBHAI PATEL	M	37	AINHCP	4	0	1976	264012	165077	1.2	62.53	986	0.6	10	1.96	TRUE	2	IND	10809	MEHSANA	FALSE	FALSE	FALSE	FALSE	FALSE	AEGJ12143	Local Party	662	Graduate Professional	Other		
2017	13	Ahmedabad	North Gujarat	NARODA	GEN	47	NIKULSINH KAMALSINH TOMAR	M	33	NCP	5	0	990	264012	165077	0.6	62.53	33	0.02	10	1.96	TRUE	1						FALSE	FALSE	FALSE	AEGJ3321	State-based Party (Other State)	5792		Other		
2017	13	Ahmedabad	North Gujarat	NARODA	GEN	47	RAJPUT RAHULSINH KISHORSINH	M	35	SHS	6	0	957	264012	165077	0.58	62.53	206	0.12	10	1.96	TRUE	1						FALSE	FALSE	FALSE	AEGJ3340	State-based Party (Other State)	18691	Graduate Professional	Liberal Profession or Professional	Lawyer	
2017	13	Ahmedabad	North Gujarat	NARODA	GEN	47	BRIJESH SHARMA	M	37	IND	7	0	751	264012	165077	0.45	62.53	171	0.1	10	1.96	TRUE	3	IND	10809	THAKKARBAPA NAGAR	FALSE	TRUE	FALSE	FALSE	TRUE	AEGJ12044	Independents	10809				
2017	13	Ahmedabad	North Gujarat	NARODA	GEN	47	CHAUHAN NARENDRASINH MAKHATULSINGH	M	49	IND	8	0	580	264012	165077	0.35	62.53	171	0.1	10	1.96	TRUE	1						FALSE	FALSE	FALSE	AEGJ3345	Independents	10809	Graduate Professional	Former Government	Ex Military	
2017	13	Ahmedabad	North Gujarat	NARODA	GEN	47	DASHRATH M.DEVDA	M	54	IND	9	0	409	264012	165077	0.25	62.53	224	0.14	10	1.96	TRUE	1						FALSE	FALSE	FALSE	AEGJ3353	Independents	10809				
2017	13	Ahmedabad	North Gujarat	NARODA	GEN	47	KASHYAP RAJKUMAR NANKUBHAI	M	43	RMGP	10	0	185	264012	165077	0.11	62.53	2	0	10	1.96	TRUE	1						FALSE	FALSE	FALSE	AEGJ3329	Local Party	6723	5th Pass	Other		
2017	13	Ahmedabad	North Gujarat	NARODA	GEN	47	NITA BHULCHANDANI	F	35	RSP(S)	11	0	183	264012	165077	0.11	62.53	0	0	10	1.96	TRUE	1						FALSE	FALSE	FALSE	AEGJ3330	Local Party	12427	Graduate	Social Work		
2017	13	Ahmedabad	North Gujarat	THAKKARBAPA NAGAR	GEN	48	KAKADIYA VALLABHBHAI GOBARBHAI	M	73	BJP	1	3	88124	223154	147441	59.77	66.07	34088	23.12	10	2.04	TRUE	3	BJP	1605	THAKKARBAPA NAGAR	TRUE	TRUE	FALSE	TRUE	TRUE	AEGJ12048	National Party	1605	Literate	Business		
2017	13	Ahmedabad	North Gujarat	THAKKARBAPA NAGAR	GEN	48	BABUBHAI MAVJIBHAI MANGUKIYA	M	63	INC	2	0	54036	223154	147441	36.65	66.07	51807	35.14	10	2.04	TRUE	1						FALSE	FALSE	FALSE	AEGJ1988	National Party	3482	Graduate Professional	Other		
2017	13	Ahmedabad	North Gujarat	THAKKARBAPA NAGAR	GEN	48	None of the Above			NOTA	3		2229	223154	147441	1.51	66.07	1248	0.85	10	2.04	TRUE											NOTA	5897				
2017	13	Ahmedabad	North Gujarat	THAKKARBAPA NAGAR	GEN	48	PANARA PRADIPKUMAR VASHARAMBHAI	M	35	BSP	4	0	981	223154	147441	0.67	66.07	568	0.39	10	2.04	TRUE	1						FALSE	FALSE	FALSE	AEGJ3357	State-based Party (Other State)	16651	10th Pass	Small Business or Self-employed		
2017	13	Ahmedabad	North Gujarat	THAKKARBAPA NAGAR	GEN	48	ZALA KULDIPSINH INDRASINH	M	33	ABHM	5	0	413	223154	147441	0.28	66.07	40	0.03	10	2.04	TRUE	1						FALSE	FALSE	FALSE	AEGJ3367	State-based Party	268	12th Pass	Other		
2017	13	Ahmedabad	North Gujarat	THAKKARBAPA NAGAR	GEN	48	RAHUL CHIMANBHAI MEHTA	M	49	IND	6	0	373	223154	147441	0.25	66.07	12	0.01	10	2.04	TRUE	2	IND	10809	GHATLODIA	FALSE	TRUE	FALSE	FALSE	TRUE	GEGJ2735	Independents	10809	Post Graduate	Other		
2017	13	Ahmedabad	North Gujarat	THAKKARBAPA NAGAR	GEN	48	VAGHELA ANILKUMAR VASANTBHAI	M	32	IND	7	0	361	223154	147441	0.24	66.07	64	0.04	10	2.04	TRUE	1						FALSE	FALSE	FALSE	AEGJ3391	Independents	10809	12th Pass	Business		
2017	13	Ahmedabad	North Gujarat	THAKKARBAPA NAGAR	GEN	48	PARESHKUMAR RANCHHODBHAI DUDHAT	M	32	RKEP	8	0	297	223154	147441	0.2	66.07	45	0.03	10	2.04	TRUE	1						FALSE	FALSE	FALSE	AEGJ3368	Local Party	6616	10th Pass	Other		
2017	13	Ahmedabad	North Gujarat	THAKKARBAPA NAGAR	GEN	48	RAMESHBHAI BHIKHABHAI PAREKH (RAMBHAI NARDIPURVALA)	M	67	IND	9	0	252	223154	147441	0.17	66.07	54	0.04	10	2.04	TRUE	1						FALSE	FALSE	FALSE	AEGJ3379	Independents	10809				
2017	13	Ahmedabad	North Gujarat	THAKKARBAPA NAGAR	GEN	48	PARMAR NARMADABEN JITENDRABHAI	F	40	IND	10	0	198	223154	147441	0.13	66.07	21	0.01	10	2.04	TRUE	1						FALSE	FALSE	FALSE	AEGJ3372	Independents	10809				
2017	13	Ahmedabad	North Gujarat	THAKKARBAPA NAGAR	GEN	48	SANJAYBHAI BALUBHAI VEKARIYA	M	42	SVPP	11	0	177	223154	147441	0.12	66.07	0	0	10	2.04	TRUE	1						FALSE	FALSE	FALSE	AEGJ3370	Local Party	7682	8th Pass	Other		
2017	13	Ahmedabad	North Gujarat	BAPUNAGAR	GEN	49	PATEL HIMMATSINH PRAHLADSINH	M	56	INC	1	1	58785	189544	122783	47.88	64.78	3067	2.5	16	2.27	TRUE	3	INC	3482	RAKHIAL	FALSE	TRUE	FALSE	FALSE	FALSE	GEGJ2773	National Party	3482	8th Pass	Salaried Work or Employed	Qualified Professional	
2017	13	Ahmedabad	North Gujarat	BAPUNAGAR	GEN	49	RAJPUT JAGRUPSINH GIRDANSINH	M	64	BJP	2	1	55718	189544	122783	45.38	64.78	53896	43.9	16	2.27	TRUE	2	BJP	1605	BAPUNAGAR	TRUE	TRUE	FALSE	TRUE	TRUE	AEGJ13187	National Party	1605	Graduate Professional	Liberal Profession or Professional	Lawyer	
2017	13	Ahmedabad	North Gujarat	BAPUNAGAR	GEN	49	None of the Above			NOTA	3		1822	189544	122783	1.48	64.78	274	0.22	16	2.27	TRUE											NOTA	5897				
2017	13	Ahmedabad	North Gujarat	BAPUNAGAR	GEN	49	PATHAN AMJADKHAN JUNEDKHAN	M	43	AAAP	4	0	1548	189544	122783	1.26	64.78	106	0.09	16	2.27	TRUE	1						FALSE	FALSE	FALSE	AEGJ3409	State-based Party (Other State)	13				
2017	13	Ahmedabad	North Gujarat	BAPUNAGAR	GEN	49	SOLANKI NAGINKUMAR CHIMANLAL	M	42	IND	5	0	1442	189544	122783	1.17	64.78	625	0.51	16	2.27	TRUE	1						FALSE	FALSE	FALSE	AEGJ3431	Independents	10809	8th Pass	Other		
2017	13	Ahmedabad	North Gujarat	BAPUNAGAR	GEN	49	BHAVSAR KAMLESH BHOGILAL	M	47	CPI	6	0	817	189544	122783	0.67	64.78	201	0.16	16	2.27	TRUE	1						FALSE	FALSE	FALSE	AEGJ3396	State-based Party (Other State)	2444	Graduate Professional	Liberal Profession or Professional	Lawyer	
2017	13	Ahmedabad	North Gujarat	BAPUNAGAR	GEN	49	SENDAR VIKRAMKUMAR VAKTAVARMAL	M	32	BSP	7	0	616	189544	122783	0.5	64.78	315	0.26	16	2.27	TRUE	1						FALSE	FALSE	FALSE	AEGJ3402	State-based Party (Other State)	16651	8th Pass	Labourer or Daily Wage	Truck Driver	
2017	13	Ahmedabad	North Gujarat	BAPUNAGAR	GEN	49	MAKWANA GAUTAMBHAI SHANKARBHAI	M	55	IND	8	0	301	189544	122783	0.25	64.78	58	0.05	16	2.27	TRUE	1						FALSE	FALSE	FALSE	AEGJ3427	Independents	10809				
2017	13	Ahmedabad	North Gujarat	BAPUNAGAR	GEN	49	JAYSWAL NARESHKUMAR URFE RAJU MATAJI BABULAL	M	27	IND	9	0	243	189544	122783	0.2	64.78	1	0	16	2.27	TRUE	1						FALSE	FALSE	FALSE	AEGJ3423	Independents	10809				
2017	13	Ahmedabad	North Gujarat	BAPUNAGAR	GEN	49	PATEL NIPUN PARSOTTAMBHAI	M	54	IND	10	0	242	189544	122783	0.2	64.78	8	0.01	16	2.27	TRUE	1						FALSE	FALSE	FALSE	AEGJ3424	Independents	10809	8th Pass	Other		
2017	13	Ahmedabad	North Gujarat	BAPUNAGAR	GEN	49	OJHA TRIBHAVAN RAMKALAP	M	34	MANPA	11	0	234	189544	122783	0.19	64.78	11	0.01	16	2.27	TRUE	1						FALSE	FALSE	FALSE	AEGJ3405	Local Party	5355				
2017	13	Ahmedabad	North Gujarat	BAPUNAGAR	GEN	49	PARMAR BAHADURSINH GAGUBHAI	M	40	AINHCP	12	0	223	189544	122783	0.18	64.78	12	0.01	16	2.27	TRUE	1						FALSE	FALSE	FALSE	AEGJ3419	Local Party	662	Graduate	Business		
2017	13	Ahmedabad	North Gujarat	BAPUNAGAR	GEN	49	KALATMIK PRAVINCHANDRA MAFATLAL	M	54	IND	13	0	211	189544	122783	0.17	64.78	7	0.01	16	2.27	TRUE	1						FALSE	FALSE	FALSE	AEGJ3421	Independents	10809	8th Pass	Labourer or Daily Wage	Auto-rickshaw Driver	
2017	13	Ahmedabad	North Gujarat	BAPUNAGAR	GEN	49	PATNI JAYANTIBHAI SENDHABHAI	M	50	BSDL	14	0	204	189544	122783	0.17	64.78	27	0.02	16	2.27	TRUE	1						FALSE	FALSE	FALSE	AEGJ3408	Local Party	1267	5th Pass	Other		
2017	13	Ahmedabad	North Gujarat	BAPUNAGAR	GEN	49	SONULE ARCHANABEN RAJENDRABHAI	F	36	IND	15	0	177	189544	122783	0.14	64.78	77	0.06	16	2.27	TRUE	1						FALSE	FALSE	FALSE	AEGJ3429	Independents	10809	Graduate	Other	Household	
2017	13	Ahmedabad	North Gujarat	BAPUNAGAR	GEN	49	GHANCHI MO.IRSHAD MOHAMAD AIYUB	M	26	INL	16	0	100	189544	122783	0.08	64.78	0	0	16	2.27	TRUE	1						FALSE	FALSE	FALSE	AEGJ3406	Local Party	3842	8th Pass	Other		
2017	13	Ahmedabad	North Gujarat	BAPUNAGAR	GEN	49	PATHAN SALMANKHAN SAMIKHAN	M	50	LSWP	17	0	100	189544	122783	0.08	64.78	0	0	16	2.27	TRUE	3	IJP	3430	NIKOL	FALSE	FALSE	TRUE	FALSE	TRUE	AEGJ3413	Local Party	11540	Literate	Labourer or Daily Wage		
2017	13	Ahmedabad	North Gujarat	AMRAIWADI	GEN	50	PATEL HASMUKHBHAI SOMABHAI ( H. S. PATEL )	M	57	BJP	1	2	105694	268178	171673	61.57	64.01	49732	28.97	11	2.04	FALSE	2	BJP	1605	AMRAIWADI	TRUE	TRUE	FALSE	TRUE	TRUE	AEGJ13201	National Party	1605	Others	Other		
2017	13	Ahmedabad	North Gujarat	AMRAIWADI	GEN	50	CHAUHAN ARVINDSINH VISHVANATHSINH ( ARVIND CHAUHAN )	M	44	INC	2	0	55962	268178	171673	32.6	64.01	51765	30.15	11	2.04	FALSE	1						FALSE	FALSE	FALSE	AEGJ43	National Party	3482	12th Pass	Business	Real Estate or Builder or Developer or Construction	Social Work
2017	13	Ahmedabad	North Gujarat	AMRAIWADI	GEN	50	RABARI BHIKHABHAI MAFABHAI	M	52	BSP	3	0	4197	268178	171673	2.44	64.01	1770	1.03	11	2.04	FALSE	1						FALSE	FALSE	FALSE	AEGJ3432	State-based Party (Other State)	16651	5th Pass	Business		
2017	13	Ahmedabad	North Gujarat	AMRAIWADI	GEN	50	None of the Above			NOTA	4		2427	268178	171673	1.41	64.01	1119	0.65	11	2.04	FALSE											NOTA	5897				
2017	13	Ahmedabad	North Gujarat	AMRAIWADI	GEN	50	PATIL DIPAKBHAI BHIKHABHAI	M	39	SHS	5	0	1308	268178	171673	0.76	64.01	812	0.47	11	2.04	FALSE	1						FALSE	FALSE	FALSE	AEGJ3439	State-based Party (Other State)	18691	8th Pass	Other		
2017	13	Ahmedabad	North Gujarat	AMRAIWADI	GEN	50	VISHVAKARMA GYANENDRA DAYANAND	M	34	IND	6	0	496	268178	171673	0.29	64.01	27	0.02	11	2.04	FALSE	2	IND	10809	AMRAIWADI	TRUE	TRUE	FALSE	FALSE	TRUE	AEGJ13202	Independents	10809	10th Pass	Liberal Profession or Professional	Journalist or Editor	
2017	13	Ahmedabad	North Gujarat	AMRAIWADI	GEN	50	PATEL VISHNUBHAI RANCHHODBHAI	M	55	SVPP	7	0	469	268178	171673	0.27	64.01	182	0.11	11	2.04	FALSE	2	GPP	3167	AMRAIWADI	TRUE	FALSE	TRUE	FALSE	TRUE	AEGJ13205	Local Party	7682				
2017	13	Ahmedabad	North Gujarat	AMRAIWADI	GEN	50	BHOSLE POONAMBEN SUNILBHAI	F	36	IND	8	0	287	268178	171673	0.17	64.01	41	0.02	11	2.04	FALSE	1						FALSE	FALSE	FALSE	AEGJ3447	Independents	10809	5th Pass	Other	Household	
2017	13	Ahmedabad	North Gujarat	AMRAIWADI	GEN	50	TIVARI PRAVINKUMAR RAMLAKHAN	M	38	BSDL	9	0	246	268178	171673	0.14	64.01	28	0.02	11	2.04	FALSE	1						FALSE	FALSE	FALSE	AEGJ3434	Local Party	1267	8th Pass	Business	Transport	
2017	13	Ahmedabad	North Gujarat	AMRAIWADI	GEN	50	JAVAL RAMESHCHANDRA NAYAK	F	40	IND	10	0	218	268178	171673	0.13	64.01	21	0.01	11	2.04	FALSE	1						FALSE	FALSE	FALSE	AEGJ3446	Independents	10809	Post Graduate	Liberal Profession or Professional	Lawyer	
2017	13	Ahmedabad	North Gujarat	AMRAIWADI	GEN	50	KHANDELWAL HEMANG DOLATRAM	M	45	IND	11	0	197	268178	171673	0.11	64.01	25	0.01	11	2.04	FALSE	1						FALSE	FALSE	FALSE	AEGJ3445	Independents	10809	Graduate	Other		
2017	13	Ahmedabad	North Gujarat	AMRAIWADI	GEN	50	RITESHKUMAR AMRUTBHAI SHRIMALI	M	33	BRP	12	0	172	268178	171673	0.1	64.01	0	0	11	2.04	FALSE	1						FALSE	FALSE	FALSE	AEGJ3444	Local Party	2018				
2017	13	Ahmedabad	North Gujarat	DARIAPUR	GEN	51	SHAIKH GYASUDDIN HABIBUDDEEN	M	54	INC	1	3	63712	195560	127427	50	65.16	6187	4.86	11	2.22	TRUE	4	INC	3482	DARIAPUR	TRUE	TRUE	FALSE	TRUE	TRUE	AEGJ13216	National Party	3482	10th Pass	Business		
2017	13	Ahmedabad	North Gujarat	DARIAPUR	GEN	51	BHARAT BAROT	M	67	BJP	2	5	57525	195560	127427	45.14	65.16	55909	43.88	11	2.22	TRUE	7	BJP	1605	DARIAPUR	TRUE	TRUE	FALSE	FALSE	TRUE	AEGJ5712	National Party	1605	12th Pass	Social Work		
2017	13	Ahmedabad	North Gujarat	DARIAPUR	GEN	51	None of the Above			NOTA	3		1616	195560	127427	1.27	65.16	223	0.18	11	2.22	TRUE											NOTA	5897				
2017	13	Ahmedabad	North Gujarat	DARIAPUR	GEN	51	PATEL KUNJALBHAI MAHESHBHAI	M	34	SHS	4	0	1393	195560	127427	1.09	65.16	118	0.09	11	2.22	TRUE	1						FALSE	FALSE	FALSE	AEGJ3452	State-based Party (Other State)	18691	8th Pass	Small Business or Self-employed		
2017	13	Ahmedabad	North Gujarat	DARIAPUR	GEN	51	MOMIN RUKNODIN MOHAMMEDAHUSSAIN (RAJU MOMIN)	M	55	IND	5	0	1275	195560	127427	1	65.16	399	0.31	11	2.22	TRUE	1						FALSE	FALSE	FALSE	AEGJ3464	Independents	10809				
2017	13	Ahmedabad	North Gujarat	DARIAPUR	GEN	51	DANTANIYA ALPESHKUMAR ASHVINBHAI	M	34	IND	6	0	876	195560	127427	0.69	65.16	487	0.38	11	2.22	TRUE	1						FALSE	FALSE	FALSE	AEGJ3460	Independents	10809				
2017	13	Ahmedabad	North Gujarat	DARIAPUR	GEN	51	SAIYAD ALIMOHAMMED NURMOHAMMAD	M	45	IND	7	0	389	195560	127427	0.31	65.16	232	0.18	11	2.22	TRUE	1						FALSE	FALSE	FALSE	AEGJ3469	Independents	10809	8th Pass	Business		
2017	13	Ahmedabad	North Gujarat	DARIAPUR	GEN	51	MEMAN MO. IMRAN ABDULKADAR	M	30	AINHCP	8	0	157	195560	127427	0.12	65.16	6	0	11	2.22	TRUE	1						FALSE	FALSE	FALSE	AEGJ3455	Local Party	662	10th Pass	Business		
